id,fingerprint,brand_name,product_name,quantity,category
2891,"everest|powder kashmirilal|200g",everest,powder kashmirilal,200g,"Foodgrains, Oil & Masala"
2892,"fresho!|coriander leaves roots|1000g",fresho!,coriander leaves roots,1000g,Fruits & Vegetables
2893,"fresho!|coriander leaves roots enhances flavour dishes|100g",fresho!,coriander leaves roots enhances flavour dishes,100g,Fruits & Vegetables
2894,"fresho!|coriander leaves roots|250g",fresho!,coriander leaves roots,250g,Fruits & Vegetables
2895,"bharat masala|coriander powder|100g",bharat masala,coriander powder,100g,"Foodgrains, Oil & Masala"
2896,"homefills|dhania coriander powder rich in aroma flavour|200g",homefills,dhania coriander powder rich in aroma flavour,200g,"Foodgrains, Oil & Masala"
2897,"homefills|dhania coriander powder rich in aroma flavour|100g",homefills,dhania coriander powder rich in aroma flavour,100g,"Foodgrains, Oil & Masala"
2898,"gryhosthy|dhania whole adds flavour|100g",gryhosthy,dhania whole adds flavour,100g,"Foodgrains, Oil & Masala"
2899,"badshah|turmeric powder|500g",badshah,turmeric powder,500g,"Foodgrains, Oil & Masala"
2900,"badshah|turmeric powder arisina pudi|100g",badshah,turmeric powder arisina pudi,100g,"Foodgrains, Oil & Masala"
2901,"tasmee masale|coriander powder|200g",tasmee masale,coriander powder,200g,"Foodgrains, Oil & Masala"
2902,"pushp|teja mirch powder tikha tadka|500g",pushp,teja mirch powder tikha tadka,500g,"Foodgrains, Oil & Masala"
2903,"pushp|teja mirch powder tikha tadka|100g",pushp,teja mirch powder tikha tadka,100g,"Foodgrains, Oil & Masala"
2904,"major|chilli kondattom|100g",major,chilli kondattom,100g,"Foodgrains, Oil & Masala"
2905,"nandi|coriander powder|500g",nandi,coriander powder,500g,"Foodgrains, Oil & Masala"
2906,"nandi|coriander powder|200g",nandi,coriander powder,200g,"Foodgrains, Oil & Masala"
2907,"brahmins|turmeric powder|250g",brahmins,turmeric powder,250g,"Foodgrains, Oil & Masala"
2908,"brahmins|turmeric powder arisina pudi|100g",brahmins,turmeric powder arisina pudi,100g,"Foodgrains, Oil & Masala"
2909,"kitchen treasures|chilli chicken masala|100g",kitchen treasures,chilli chicken masala,100g,"Foodgrains, Oil & Masala"
2910,"mai rasoi|coriander kottambari dhaniya powder|100g",mai rasoi,coriander kottambari dhaniya powder,100g,"Foodgrains, Oil & Masala"
2911,"earthon|organic carom seeds ajwain om kalu|100g",earthon,organic carom seeds ajwain om kalu,100g,"Foodgrains, Oil & Masala"
2912,"bb royal|coriander powder freshly pounded|50g",bb royal,coriander powder freshly pounded,50g,"Foodgrains, Oil & Masala"
2913,"lg|coriander powder|100g",lg,coriander powder,100g,"Foodgrains, Oil & Masala"
2914,"aachi|masala chilli powder turmeric powder coriander powder|3pc",aachi,masala chilli powder turmeric powder coriander powder,3pc,"Foodgrains, Oil & Masala"
2915,"surya|ajwain whole|100g",surya,ajwain whole,100g,"Foodgrains, Oil & Masala"
2916,"snapin|snapin garlic powder|40g",snapin,snapin garlic powder,40g,
2917,"curryit|curryit ginger garlic paste preservative free|150g",curryit,curryit ginger garlic paste preservative free,150g,
2918,"yuvika|yuvika kashmiri lehsun dry garlic|100g",yuvika,yuvika kashmiri lehsun dry garlic,100g,
2919,"unbranded|garlic|200g",unbranded,garlic,200g,Fruits & Vegetables
2920,"unbranded|garlic peeled|100g",unbranded,garlic peeled,100g,Fruits & Vegetables
2921,"unbranded|garlic|100g",unbranded,garlic,100g,Fruits & Vegetables
2922,"mother's recipe|mother s recipe ginger garlic paste|1pack",mother's recipe,mother s recipe ginger garlic paste,1pack,"Masala, Dry Fruits & More"
2923,"everest|everest ginger garlic paste|1pack",everest,everest ginger garlic paste,1pack,"Masala, Dry Fruits & More"
2924,"catch|catch garlic paste|1pack",catch,catch garlic paste,1pack,"Masala, Dry Fruits & More"
2925,"zoff|zoff ginger garlic paste|1pack",zoff,zoff ginger garlic paste,1pack,"Masala, Dry Fruits & More"
2926,"smith & jones|smith jones ginger garlic paste india s no 1 cooking paste thick coarse paste|1pack",smith & jones,smith jones ginger garlic paste india s no 1 cooking paste thick coarse paste,1pack,"Masala, Dry Fruits & More"
2927,"dabur hommade|dabur hommade ginger garlic paste|1pack",dabur hommade,dabur hommade ginger garlic paste,1pack,"Masala, Dry Fruits & More"
2928,"keya|keya garlic powder|1pc",keya,keya garlic powder,1pc,"Masala, Dry Fruits & More"
2929,"keya|keya schezwan chilli garlic chutney|1pc",keya,keya schezwan chilli garlic chutney,1pc,Packaged Food
2930,"keya|pizza chilli flakes multipack|1pack",keya,pizza chilli flakes multipack,1pack,"Masala, Dry Fruits & More"
2931,"snapin|snapin crunchy garlic|1pc",snapin,snapin crunchy garlic,1pc,"Masala, Dry Fruits & More"
2932,"zoff|zoff dried red chilli khadi lal mirchi|1pack",zoff,zoff dried red chilli khadi lal mirchi,1pack,"Masala, Dry Fruits & More"
2933,"priya|priya tomato pickle garlic|1pc",priya,priya tomato pickle garlic,1pc,Packaged Food
2934,"priya|priya lime pickle in lime juice garlic|1pc",priya,priya lime pickle in lime juice garlic,1pc,Packaged Food
2935,"catch|catch ginger garlic paste|1pc",catch,catch ginger garlic paste,1pc,"Masala, Dry Fruits & More"
2936,"keya|keya ginger garlic powder|1pc",keya,keya ginger garlic powder,1pc,"Masala, Dry Fruits & More"
2937,"maggi|maggi 2 minute spicy garlic instant noodles|1pack",maggi,maggi 2 minute spicy garlic instant noodles,1pack,Packaged Food
2938,"priya|priya gongura pickle garlic|1pc",priya,priya gongura pickle garlic,1pc,Packaged Food
2939,"on1y|on1y garlic powder|1pc",on1y,on1y garlic powder,1pc,"Masala, Dry Fruits & More"
2940,"zoff|zoff foods whole cumin seeds jeera|1pack",zoff,zoff foods whole cumin seeds jeera,1pack,"Masala, Dry Fruits & More"
2941,"snapin|snapin red chilli flakes|1pc",snapin,snapin red chilli flakes,1pc,"Masala, Dry Fruits & More"
2942,"orika|orika red chilli flakes|1pack",orika,orika red chilli flakes,1pack,"Masala, Dry Fruits & More"
2943,"keya|keya wonder hot red chilli flakes|1pc",keya,keya wonder hot red chilli flakes,1pc,"Masala, Dry Fruits & More"
2944,"on1y|on1y garlic herb bread seasoning|1pc",on1y,on1y garlic herb bread seasoning,1pc,"Masala, Dry Fruits & More"
2945,"snapin|snapin garlic lahsun powder|1pc",snapin,snapin garlic lahsun powder,1pc,"Masala, Dry Fruits & More"
2946,"priya|priya pickle tomato without garlic|1pc",priya,priya pickle tomato without garlic,1pc,Packaged Food
2947,"milagro farm|milagro farm chilli flakes|1pc",milagro farm,milagro farm chilli flakes,1pc,"Masala, Dry Fruits & More"
2948,"orika|orika red chilli flakes|1pc",orika,orika red chilli flakes,1pc,"Masala, Dry Fruits & More"
2949,"keya|keya italian pizza chilli|1pc",keya,keya italian pizza chilli,1pc,"Masala, Dry Fruits & More"
2950,"ching's secret|ching s secret hot garlic instant noodles|1pack",ching's secret,ching s secret hot garlic instant noodles,1pack,Packaged Food
2951,"double horse|double horse garlic pickle|1pc",double horse,double horse garlic pickle,1pc,Packaged Food
2952,"the little farm co.|little farm co garlic pickle achaar made in less oil|1pc",the little farm co.,little farm co garlic pickle achaar made in less oil,1pc,Packaged Food
2953,"on1y|on1y chilli flakes|1pc",on1y,on1y chilli flakes,1pc,"Masala, Dry Fruits & More"
2954,"ruchi|ruchi magic garlic pickle|1pc",ruchi,ruchi magic garlic pickle,1pc,Packaged Food
2955,"priya|priya pickle gongura without garlic|1pc",priya,priya pickle gongura without garlic,1pc,Packaged Food
2956,"adf soul|adf soul garlic chutney in olive oil|1pc",adf soul,adf soul garlic chutney in olive oil,1pc,Packaged Food
2957,"homemade love|homemade love garlic pickle|1pc",homemade love,homemade love garlic pickle,1pc,Packaged Food
2958,"ella foods|ella foods garlic pickle low sodium|1pc",ella foods,ella foods garlic pickle low sodium,1pc,Packaged Food
2959,"fresho!|garlic|250g",fresho!,garlic,250g,Fruits & Vegetables
2960,"fresho!|garlic|100g",fresho!,garlic,100g,Fruits & Vegetables
2961,"fresho!|garlic|500g",fresho!,garlic,500g,Fruits & Vegetables
2962,"fresho!|garlic|1000g",fresho!,garlic,1000g,Fruits & Vegetables
